id,משרד,שנת תקציב,קוד תקציבי,כותרת,תקציב מקורי,תקציב מעודכן,ביצוע,אומדן ביצוע,שיעור ביצוע,סטטוס נתון,מקור
budget-economy-2023-0038,economy,2023,0038,כלכלה ותעשייה,2720667000,4541713000,3759507233,,82.8,partial,https://next.obudget.org/i/budget/0038/2023
budget-economy-2023-003830,economy,2023,003830,המדען הראשי,1544853000,1798226000,1535536772,,85.4,partial,https://next.obudget.org/i/budget/003830/2023
budget-economy-2023-00383001,economy,2023,00383001,הפעלת הרשות לחדשנות,142054000,182796000,139410647,,76.3,partial,https://next.obudget.org/i/budget/00383001/2023
budget-economy-2023-00383002,economy,2023,00383002,מענקי מחקר ופיתוח,885961000,983716000,764411894,,77.7,partial,https://next.obudget.org/i/budget/00383002/2023
budget-economy-2023-00383004,economy,2023,00383004,"מו""פ בין-לאומי",516838000,631714000,631714231,,100,partial,https://next.obudget.org/i/budget/00383004/2023
budget-economy-2023-003840,economy,2023,003840,עידוד המגזר העסקי,832332000,2336804000,1894136794,,81.1,partial,https://next.obudget.org/i/budget/003840/2023
budget-economy-2023-00384001,economy,2023,00384001,קידום השקעות ועידוד,290491000,854275000,786168535,,92,partial,https://next.obudget.org/i/budget/00384001/2023
budget-economy-2023-00384004,economy,2023,00384004,קידום הייצוא ועידוד,443242000,1203099000,1053238670,,87.5,partial,https://next.obudget.org/i/budget/00384004/2023
budget-economy-2023-00384009,economy,2023,00384009,פעולות כלליות לקידום,98599000,279430000,54729589,,19.6,partial,https://next.obudget.org/i/budget/00384009/2023
budget-economy-2023-003870,economy,2023,003870,שכר ותפעול המשרד,323808000,397639000,327585946,,82.4,partial,https://next.obudget.org/i/budget/003870/2023
budget-economy-2023-00387001,economy,2023,00387001,שכר,206618000,212628000,210516260,,99,partial,https://next.obudget.org/i/budget/00387001/2023
budget-economy-2023-00387002,economy,2023,00387002,תפעול,117190000,185011000,117069686,,63.3,partial,https://next.obudget.org/i/budget/00387002/2023
budget-economy-2023-003890,economy,2023,003890,רשות הרגולציה,19674000,9044000,2247721,,24.9,partial,https://next.obudget.org/i/budget/003890/2023
budget-economy-2023-00389001,economy,2023,00389001,שכר ופעולות,19674000,9044000,2247721,,24.9,partial,https://next.obudget.org/i/budget/00389001/2023
budget-economy-2023-003899,economy,2023,003899,חשבון מעבר,0,0,0,,,partial,https://next.obudget.org/i/budget/003899/2023
budget-economy-2023-00389999,economy,2023,00389999,חשבון מעבר,0,0,0,,,partial,https://next.obudget.org/i/budget/00389999/2023
budget-economy-2024-0038,economy,2024,0038,כלכלה ותעשייה,4539043000,5321423000,4888077362,,91.9,partial,https://next.obudget.org/i/budget/0038/2024
budget-economy-2024-003830,economy,2024,003830,המדען הראשי,1511448000,1909271000,1839223734,,96.3,partial,https://next.obudget.org/i/budget/003830/2024
budget-economy-2024-00383001,economy,2024,00383001,הפעלת הרשות לחדשנות,137470000,175075000,144971276,,82.8,partial,https://next.obudget.org/i/budget/00383001/2024
budget-economy-2024-00383002,economy,2024,00383002,מענקי מחקר ופיתוח,704762000,1064980000,1023481456,,96.1,partial,https://next.obudget.org/i/budget/00383002/2024
budget-economy-2024-00383004,economy,2024,00383004,"מו""פ בין-לאומי",669216000,669216000,670771002,,100.2,partial,https://next.obudget.org/i/budget/00383004/2024
budget-economy-2024-003840,economy,2024,003840,עידוד המגזר העסקי,2695825000,2988426000,2715040252,,90.9,partial,https://next.obudget.org/i/budget/003840/2024
budget-economy-2024-00384001,economy,2024,00384001,קידום השקעות ועידוד,1939920000,1992162000,1955758695,,98.2,partial,https://next.obudget.org/i/budget/00384001/2024
budget-economy-2024-00384004,economy,2024,00384004,קידום הייצוא ועידוד,686180000,752908000,645484007,,85.7,partial,https://next.obudget.org/i/budget/00384004/2024
budget-economy-2024-00384009,economy,2024,00384009,פעולות כלליות לקידום,69725000,243356000,113797550,,46.8,partial,https://next.obudget.org/i/budget/00384009/2024
budget-economy-2024-003870,economy,2024,003870,שכר ותפעול המשרד,315023000,404355000,326931848,,80.9,partial,https://next.obudget.org/i/budget/003870/2024
budget-economy-2024-00387001,economy,2024,00387001,שכר,210425000,222658000,220108383,,98.9,partial,https://next.obudget.org/i/budget/00387001/2024
budget-economy-2024-00387002,economy,2024,00387002,תפעול,104598000,181697000,106823465,,58.8,partial,https://next.obudget.org/i/budget/00387002/2024
budget-economy-2024-003890,economy,2024,003890,רשות הרגולציה,16747000,19371000,6688535,,34.5,partial,https://next.obudget.org/i/budget/003890/2024
budget-economy-2024-00389001,economy,2024,00389001,שכר ופעולות,16747000,19371000,6688535,,34.5,partial,https://next.obudget.org/i/budget/00389001/2024
budget-economy-2024-003899,economy,2024,003899,חשבון מעבר,0,0,192993,,,partial,https://next.obudget.org/i/budget/003899/2024
budget-economy-2024-00389999,economy,2024,00389999,חשבון מעבר,0,0,192993,,,partial,https://next.obudget.org/i/budget/00389999/2024
budget-economy-2025-0038,economy,2025,0038,כלכלה ותעשייה,4590913000,3181652000,2713230682,,85.3,partial,https://next.obudget.org/i/budget/0038/2025
budget-economy-2025-003830,economy,2025,003830,המדען הראשי,1956660000,1744255000,1577505075,,90.4,partial,https://next.obudget.org/i/budget/003830/2025
budget-economy-2025-00383001,economy,2025,00383001,הפעלת הרשות לחדשנות,150000000,181956000,145238062,,79.8,partial,https://next.obudget.org/i/budget/00383001/2025
budget-economy-2025-00383002,economy,2025,00383002,מענקי מחקר ופיתוח,1176517000,983312000,853281982,,86.8,partial,https://next.obudget.org/i/budget/00383002/2025
budget-economy-2025-00383004,economy,2025,00383004,"מו""פ בין-לאומי",630143000,578987000,578985031,,100,partial,https://next.obudget.org/i/budget/00383004/2025
budget-economy-2025-003840,economy,2025,003840,עידוד המגזר העסקי,2287857000,986262000,748065453,,75.8,partial,https://next.obudget.org/i/budget/003840/2025
budget-economy-2025-00384001,economy,2025,00384001,קידום השקעות ועידוד,1860238000,376117000,284825601,,75.7,partial,https://next.obudget.org/i/budget/00384001/2025
budget-economy-2025-00384004,economy,2025,00384004,קידום הייצוא ועידוד,356240000,417184000,352756588,,84.6,partial,https://next.obudget.org/i/budget/00384004/2025
budget-economy-2025-00384009,economy,2025,00384009,פעולות כלליות לקידום,71379000,192961000,110483264,,57.3,partial,https://next.obudget.org/i/budget/00384009/2025
budget-economy-2025-003870,economy,2025,003870,שכר ותפעול המשרד,328738000,431236000,378524341,,87.8,partial,https://next.obudget.org/i/budget/003870/2025
budget-economy-2025-00387001,economy,2025,00387001,שכר,218206000,226339000,220726744,,97.5,partial,https://next.obudget.org/i/budget/00387001/2025
budget-economy-2025-00387002,economy,2025,00387002,תפעול,110532000,204897000,157797597,,77,partial,https://next.obudget.org/i/budget/00387002/2025
budget-economy-2025-003890,economy,2025,003890,רשות הרגולציה,17658000,19899000,9135813,,45.9,partial,https://next.obudget.org/i/budget/003890/2025
budget-economy-2025-00389001,economy,2025,00389001,שכר ופעולות,17658000,19899000,9135813,,45.9,partial,https://next.obudget.org/i/budget/00389001/2025
budget-economy-2025-003899,economy,2025,003899,חשבון מעבר,0,0,0,,,partial,https://next.obudget.org/i/budget/003899/2025
budget-economy-2025-00389999,economy,2025,00389999,חשבון מעבר,0,0,0,,,partial,https://next.obudget.org/i/budget/00389999/2025
budget-economy-2026-0038,economy,2026,0038,כלכלה ותעשייה,4475149000,4663407000,,,,estimate,https://next.obudget.org/i/budget/0038/2026
budget-economy-2026-003830,economy,2026,003830,המדען הראשי,2107756000,2120250000,,,,estimate,https://next.obudget.org/i/budget/003830/2026
budget-economy-2026-00383001,economy,2026,00383001,הפעלת הרשות לחדשנות,166100000,206286000,,,,estimate,https://next.obudget.org/i/budget/00383001/2026
budget-economy-2026-00383002,economy,2026,00383002,מענקי מחקר ופיתוח,1334269000,1306577000,,,,estimate,https://next.obudget.org/i/budget/00383002/2026
budget-economy-2026-00383004,economy,2026,00383004,"מו""פ בין-לאומי",607387000,607387000,,,,estimate,https://next.obudget.org/i/budget/00383004/2026
budget-economy-2026-003840,economy,2026,003840,עידוד המגזר העסקי,1979708000,2090281000,,,,estimate,https://next.obudget.org/i/budget/003840/2026
budget-economy-2026-00384001,economy,2026,00384001,קידום השקעות ועידוד,1539969000,1588521000,,,,estimate,https://next.obudget.org/i/budget/00384001/2026
budget-economy-2026-00384004,economy,2026,00384004,קידום הייצוא ועידוד,366761000,428782000,,,,estimate,https://next.obudget.org/i/budget/00384004/2026
budget-economy-2026-00384009,economy,2026,00384009,פעולות כלליות לקידום,72978000,72978000,,,,estimate,https://next.obudget.org/i/budget/00384009/2026
budget-economy-2026-003870,economy,2026,003870,שכר ותפעול המשרד,369044000,427398000,,,,estimate,https://next.obudget.org/i/budget/003870/2026
budget-economy-2026-00387001,economy,2026,00387001,שכר,223031000,229061000,,,,estimate,https://next.obudget.org/i/budget/00387001/2026
budget-economy-2026-00387002,economy,2026,00387002,תפעול,146013000,198337000,,,,estimate,https://next.obudget.org/i/budget/00387002/2026
budget-economy-2026-003890,economy,2026,003890,רשות הרגולציה,18641000,25478000,,,,estimate,https://next.obudget.org/i/budget/003890/2026
budget-economy-2026-00389001,economy,2026,00389001,שכר ופעולות,18641000,25478000,,,,estimate,https://next.obudget.org/i/budget/00389001/2026
budget-economy-2026-003899,economy,2026,003899,חשבון מעבר,0,0,,,,estimate,https://next.obudget.org/i/budget/003899/2026
budget-economy-2026-00389999,economy,2026,00389999,חשבון מעבר,0,0,,,,estimate,https://next.obudget.org/i/budget/00389999/2026
budget-education-2023-0020,education,2023,0020,משרד החינוך,77776056000,84897801000,81536410981,,96,partial,https://next.obudget.org/i/budget/0020/2023
budget-education-2023-002060,education,2023,002060,יחידות מטה,1806141000,2448802000,1940086038,,79.2,partial,https://next.obudget.org/i/budget/002060/2023
budget-education-2023-00206001,education,2023,00206001,פעילויות מטה מרכזיות -,1806141000,2448802000,1940086038,,79.2,partial,https://next.obudget.org/i/budget/00206001/2023
budget-education-2023-00206002,education,2023,00206002,המשרד להשכלה גבוהה,0,0,0,,,partial,https://next.obudget.org/i/budget/00206002/2023
budget-education-2023-002061,education,2023,002061,חינוך מיוחד,12593210000,14120186000,14034615443,,99.4,partial,https://next.obudget.org/i/budget/002061/2023
budget-education-2023-00206101,education,2023,00206101,חינוך מיוחד,12593210000,14120186000,14034615443,,99.4,partial,https://next.obudget.org/i/budget/00206101/2023
budget-education-2023-002062,education,2023,002062,קדם יסודי,8151298000,9935779000,9784784718,,98.5,partial,https://next.obudget.org/i/budget/002062/2023
budget-education-2023-00206201,education,2023,00206201,קדם יסודי,7960820000,9610077000,9571051166,,99.6,partial,https://next.obudget.org/i/budget/00206201/2023
budget-education-2023-00206202,education,2023,00206202,הגיל הרך,190478000,325702000,213733552,,65.6,partial,https://next.obudget.org/i/budget/00206202/2023
budget-education-2023-002063,education,2023,002063,יסודי וחטיבת ביניים,21556346000,25403842000,25099694283,,98.8,partial,https://next.obudget.org/i/budget/002063/2023
budget-education-2023-00206301,education,2023,00206301,יסודי וחטיבת ביניים,18104056000,21236394000,21045157141,,99.1,partial,https://next.obudget.org/i/budget/00206301/2023
budget-education-2023-00206302,education,2023,00206302,החינוך העצמאי,1802063000,2010755000,2034195356,,101.2,partial,https://next.obudget.org/i/budget/00206302/2023
budget-education-2023-00206303,education,2023,00206303,מעין החינוך התורני,980112000,1245818000,1218660795,,97.8,partial,https://next.obudget.org/i/budget/00206303/2023
budget-education-2023-00206304,education,2023,00206304,מוכר שאינו רשמי,394012000,580875000,495843727,,85.4,partial,https://next.obudget.org/i/budget/00206304/2023
budget-education-2023-00206305,education,2023,00206305,מוסדות הפטור,276103000,330000000,305837264,,92.7,partial,https://next.obudget.org/i/budget/00206305/2023
budget-education-2023-002064,education,2023,002064,חטיבה עליונה,12385822000,12570157000,12547065911,,99.8,partial,https://next.obudget.org/i/budget/002064/2023
budget-education-2023-00206401,education,2023,00206401,חטיבה עליונה,12385822000,12570157000,12547065911,,99.8,partial,https://next.obudget.org/i/budget/00206401/2023
budget-education-2023-002065,education,2023,002065,"שירותי עזר, הסעות",4149620000,4315987000,4198713245,,97.3,partial,https://next.obudget.org/i/budget/002065/2023
budget-education-2023-00206501,education,2023,00206501,"שירותי עזר, הסעות",4149620000,4315987000,4198713245,,97.3,partial,https://next.obudget.org/i/budget/00206501/2023
budget-education-2023-002066,education,2023,002066,חינוך התיישבותי,4407573000,5045631000,4733348301,,93.8,partial,https://next.obudget.org/i/budget/002066/2023
budget-education-2023-00206601,education,2023,00206601,המינהל חינוך התיישבותי,4407573000,5045631000,4733348301,,93.8,partial,https://next.obudget.org/i/budget/00206601/2023
budget-education-2023-002067,education,2023,002067,פעולות משלימות לקידום,4652113000,7236554000,5585381172,,77.2,partial,https://next.obudget.org/i/budget/002067/2023
budget-education-2023-00206701,education,2023,00206701,פעילויות ופרוייקטים,2675779000,4894908000,3443170258,,70.3,partial,https://next.obudget.org/i/budget/00206701/2023
budget-education-2023-00206702,education,2023,00206702,הארכת יום הלימודים,1807962000,2079360000,1996750240,,96,partial,https://next.obudget.org/i/budget/00206702/2023
budget-education-2023-00206703,education,2023,00206703,מינהל החינוך הדתי,168372000,262286000,145460674,,55.5,partial,https://next.obudget.org/i/budget/00206703/2023
budget-education-2023-002068,education,2023,002068,מינהל עובדי הוראה,1762511000,1858231000,1703723322,,91.7,partial,https://next.obudget.org/i/budget/002068/2023
budget-education-2023-00206801,education,2023,00206801,תנאי שירות והכשרת,1762511000,1858231000,1703723322,,91.7,partial,https://next.obudget.org/i/budget/00206801/2023
budget-education-2023-002069,education,2023,002069,תמיכה בנושאי יהדות,1573566000,1962632000,1908998547,,97.3,partial,https://next.obudget.org/i/budget/002069/2023
budget-education-2023-00206901,education,2023,00206901,תרבות יהודית,19432000,243900000,203230082,,83.3,partial,https://next.obudget.org/i/budget/00206901/2023
budget-education-2023-00206902,education,2023,00206902,מוסדות תורניים,1554134000,1718732000,1705768465,,99.2,partial,https://next.obudget.org/i/budget/00206902/2023
budget-education-2023-002070,education,2023,002070,רזרבות,4737856000,0,0,,,partial,https://next.obudget.org/i/budget/002070/2023
budget-education-2023-00207001,education,2023,00207001,רזרבה להתייקרויות,3686094000,0,0,,,partial,https://next.obudget.org/i/budget/00207001/2023
budget-education-2023-00207002,education,2023,00207002,רזרבה לעמידה במגבלה,1051762000,0,0,,,partial,https://next.obudget.org/i/budget/00207002/2023
budget-education-2023-002099,education,2023,002099,חשבון מעבר,0,0,1,,,partial,https://next.obudget.org/i/budget/002099/2023
budget-education-2023-00209999,education,2023,00209999,חשבון מעבר,0,0,1,,,partial,https://next.obudget.org/i/budget/00209999/2023
budget-education-2024-0020,education,2024,0020,משרד החינוך,84071785000,91078799000,86646546328,,95.1,partial,https://next.obudget.org/i/budget/0020/2024
budget-education-2024-002060,education,2024,002060,יחידות מטה,1990024000,2596785000,2205908533,,84.9,partial,https://next.obudget.org/i/budget/002060/2024
budget-education-2024-00206001,education,2024,00206001,פעילויות מטה מרכזיות -,1990024000,2596785000,2205908533,,84.9,partial,https://next.obudget.org/i/budget/00206001/2024
budget-education-2024-002061,education,2024,002061,חינוך מיוחד,13882639000,16274848000,16110786045,,99,partial,https://next.obudget.org/i/budget/002061/2024
budget-education-2024-00206101,education,2024,00206101,חינוך מיוחד,13882639000,16274848000,16110786045,,99,partial,https://next.obudget.org/i/budget/00206101/2024
budget-education-2024-002062,education,2024,002062,קדם יסודי,8792392000,9777068000,9573142534,,97.9,partial,https://next.obudget.org/i/budget/002062/2024
budget-education-2024-00206201,education,2024,00206201,קדם יסודי,8608128000,9538512000,9506449250,,99.7,partial,https://next.obudget.org/i/budget/00206201/2024
budget-education-2024-00206202,education,2024,00206202,הגיל הרך,184264000,238556000,66693284,,28,partial,https://next.obudget.org/i/budget/00206202/2024
budget-education-2024-002063,education,2024,002063,יסודי וחטיבות ביניים,23174660000,26551260000,25998967980,,97.9,partial,https://next.obudget.org/i/budget/002063/2024
budget-education-2024-00206301,education,2024,00206301,יסודי וחטיבת ביניים,19658414000,22384941000,22142870988,,98.9,partial,https://next.obudget.org/i/budget/00206301/2024
budget-education-2024-00206302,education,2024,00206302,החינוך העצמאי,1825885000,2006558000,1974554708,,98.4,partial,https://next.obudget.org/i/budget/00206302/2024
budget-education-2024-00206303,education,2024,00206303,מעין החינוך התורני,999372000,1141466000,1073730646,,94.1,partial,https://next.obudget.org/i/budget/00206303/2024
budget-education-2024-00206304,education,2024,00206304,מוכר שאינו רשמי,398035000,595744000,507015164,,85.1,partial,https://next.obudget.org/i/budget/00206304/2024
budget-education-2024-00206305,education,2024,00206305,מוסדות הפטור,292954000,422551000,300796474,,71.2,partial,https://next.obudget.org/i/budget/00206305/2024
budget-education-2024-002064,education,2024,002064,חטיבה עליונה,13311138000,13804946000,13785409257,,99.9,partial,https://next.obudget.org/i/budget/002064/2024
budget-education-2024-00206401,education,2024,00206401,חטיבה עליונה,13311138000,13804946000,13785409257,,99.9,partial,https://next.obudget.org/i/budget/00206401/2024
budget-education-2024-002065,education,2024,002065,"שירותי עזר, הסעות",4194076000,4581104000,4445351613,,97,partial,https://next.obudget.org/i/budget/002065/2024
budget-education-2024-00206501,education,2024,00206501,"שירותי עזר, הסעות",4194076000,4581104000,4445351613,,97,partial,https://next.obudget.org/i/budget/00206501/2024
budget-education-2024-002066,education,2024,002066,חינוך התיישבותי,4648710000,5392363000,4916926890,,91.2,partial,https://next.obudget.org/i/budget/002066/2024
budget-education-2024-00206601,education,2024,00206601,המינהל חינוך התיישבותי,4648710000,5392363000,4916926890,,91.2,partial,https://next.obudget.org/i/budget/00206601/2024
budget-education-2024-002067,education,2024,002067,פעולות משלימות לקידום,5622983000,7886323000,5965504842,,75.6,partial,https://next.obudget.org/i/budget/002067/2024
budget-education-2024-00206701,education,2024,00206701,פעילויות ופרוייקטים,3691164000,5368928000,3745186596,,69.8,partial,https://next.obudget.org/i/budget/00206701/2024
budget-education-2024-00206702,education,2024,00206702,הארכת יום הלימודים,1789762000,2285045000,2080858672,,91.1,partial,https://next.obudget.org/i/budget/00206702/2024
budget-education-2024-00206703,education,2024,00206703,מינהל החינוך הדתי,142057000,232350000,139459574,,60,partial,https://next.obudget.org/i/budget/00206703/2024
budget-education-2024-002068,education,2024,002068,מינהל עובדי הוראה,1743055000,2279033000,2107134440,,92.5,partial,https://next.obudget.org/i/budget/002068/2024
budget-education-2024-00206801,education,2024,00206801,תנאי שירות והכשרת,1743055000,2279033000,2107134440,,92.5,partial,https://next.obudget.org/i/budget/00206801/2024
budget-education-2024-002069,education,2024,002069,תמיכה בנושאי יהדות,1863628000,1931030000,1537414194,,79.6,partial,https://next.obudget.org/i/budget/002069/2024
budget-education-2024-00206901,education,2024,00206901,תרבות יהודית,149995000,212057000,156830553,,74,partial,https://next.obudget.org/i/budget/00206901/2024
budget-education-2024-00206902,education,2024,00206902,מוסדות תורניים,1713633000,1718973000,1380583641,,80.3,partial,https://next.obudget.org/i/budget/00206902/2024
budget-education-2024-002070,education,2024,002070,רזרבות,4848480000,4039000,0,,0,partial,https://next.obudget.org/i/budget/002070/2024
budget-education-2024-00207001,education,2024,00207001,רזרבה להתייקרויות,3673068000,0,0,,,partial,https://next.obudget.org/i/budget/00207001/2024
budget-education-2024-00207002,education,2024,00207002,רזרבה לעמידה במגבלה,1175412000,4039000,0,,0,partial,https://next.obudget.org/i/budget/00207002/2024
budget-education-2024-002099,education,2024,002099,חשבון מעבר,0,0,0,,,partial,https://next.obudget.org/i/budget/002099/2024
budget-education-2024-00209999,education,2024,00209999,חשבון מעבר,0,0,0,,,partial,https://next.obudget.org/i/budget/00209999/2024
budget-education-2025-0020,education,2025,0020,משרד החינוך,89799197000,96301140000,90705472024,,94.2,partial,https://next.obudget.org/i/budget/0020/2025
budget-education-2025-002060,education,2025,002060,יחידות מטה,2016786000,2607912000,2163404313,,83,partial,https://next.obudget.org/i/budget/002060/2025
budget-education-2025-00206001,education,2025,00206001,פעילויות מטה מרכזיות -,2016786000,2607912000,2163404313,,83,partial,https://next.obudget.org/i/budget/00206001/2025
budget-education-2025-002061,education,2025,002061,חינוך מיוחד,17546862000,16997821000,16657126599,,98,partial,https://next.obudget.org/i/budget/002061/2025
budget-education-2025-00206101,education,2025,00206101,חינוך מיוחד,17546862000,16997821000,16657126599,,98,partial,https://next.obudget.org/i/budget/00206101/2025
budget-education-2025-002062,education,2025,002062,קדם יסודי,9004994000,9561068000,9360871313,,97.9,partial,https://next.obudget.org/i/budget/002062/2025
budget-education-2025-00206201,education,2025,00206201,קדם יסודי,8944241000,9350854000,9287130053,,99.3,partial,https://next.obudget.org/i/budget/00206201/2025
budget-education-2025-00206202,education,2025,00206202,הגיל הרך,60753000,210214000,73741260,,35.1,partial,https://next.obudget.org/i/budget/00206202/2025
budget-education-2025-002063,education,2025,002063,יסודי וחטיבות ביניים,23825041000,28690226000,28075310420,,97.9,partial,https://next.obudget.org/i/budget/002063/2025
budget-education-2025-00206301,education,2025,00206301,יסודי וחטיבת ביניים,20629610000,24202965000,23696325881,,97.9,partial,https://next.obudget.org/i/budget/00206301/2025
budget-education-2025-00206302,education,2025,00206302,החינוך העצמאי,1641678000,2126695000,2123826949,,99.9,partial,https://next.obudget.org/i/budget/00206302/2025
budget-education-2025-00206303,education,2025,00206303,מעין החינוך התורני,863147000,1273455000,1251576995,,98.3,partial,https://next.obudget.org/i/budget/00206303/2025
budget-education-2025-00206304,education,2025,00206304,מוכר שאינו רשמי,396564000,602737000,577201742,,95.8,partial,https://next.obudget.org/i/budget/00206304/2025
budget-education-2025-00206305,education,2025,00206305,מוסדות הפטור,294042000,484374000,426378853,,88,partial,https://next.obudget.org/i/budget/00206305/2025
budget-education-2025-002064,education,2025,002064,חטיבה עליונה,14660340000,15044573000,14616293240,,97.2,partial,https://next.obudget.org/i/budget/002064/2025
budget-education-2025-00206401,education,2025,00206401,חטיבה עליונה,14660340000,15044573000,14616293240,,97.2,partial,https://next.obudget.org/i/budget/00206401/2025
budget-education-2025-002065,education,2025,002065,"שירותי עזר, הסעות",4490593000,5112931000,4927386026,,96.4,partial,https://next.obudget.org/i/budget/002065/2025
budget-education-2025-00206501,education,2025,00206501,"שירותי עזר, הסעות",4490593000,5112931000,4927386026,,96.4,partial,https://next.obudget.org/i/budget/00206501/2025
budget-education-2025-002066,education,2025,002066,חינוך התיישבותי,5046629000,5670152000,5121160483,,90.3,partial,https://next.obudget.org/i/budget/002066/2025
budget-education-2025-00206601,education,2025,00206601,המינהל חינוך התיישבותי,5046629000,5670152000,5121160483,,90.3,partial,https://next.obudget.org/i/budget/00206601/2025
budget-education-2025-002067,education,2025,002067,פעולות משלימות לקידום,5269479000,8561005000,6515582391,,76.1,partial,https://next.obudget.org/i/budget/002067/2025
budget-education-2025-00206701,education,2025,00206701,פעילויות ופרוייקטים,3332255000,6239381000,4333990953,,69.5,partial,https://next.obudget.org/i/budget/00206701/2025
budget-education-2025-00206702,education,2025,00206702,הארכת יום הלימודים,1799539000,2116596000,2039272384,,96.3,partial,https://next.obudget.org/i/budget/00206702/2025
budget-education-2025-00206703,education,2025,00206703,מינהל החינוך הדתי,137685000,205028000,142319054,,69.4,partial,https://next.obudget.org/i/budget/00206703/2025
budget-education-2025-002068,education,2025,002068,מינהל עובדי הוראה,1850322000,2260507000,2064989175,,91.4,partial,https://next.obudget.org/i/budget/002068/2025
budget-education-2025-00206801,education,2025,00206801,תנאי שירות והכשרת,1850322000,2260507000,2064989175,,91.4,partial,https://next.obudget.org/i/budget/00206801/2025
budget-education-2025-002069,education,2025,002069,תמיכה בנושאי יהדות,1178297000,1267061000,1203343063,,95,partial,https://next.obudget.org/i/budget/002069/2025
budget-education-2025-00206901,education,2025,00206901,תרבות יהודית,75980000,121160000,119382052,,98.5,partial,https://next.obudget.org/i/budget/00206901/2025
budget-education-2025-00206902,education,2025,00206902,מוסדות תורניים,1102317000,1145901000,1083961011,,94.6,partial,https://next.obudget.org/i/budget/00206902/2025
budget-education-2025-002070,education,2025,002070,רזרבות,4909854000,527884000,0,,0,partial,https://next.obudget.org/i/budget/002070/2025
budget-education-2025-00207001,education,2025,00207001,רזרבה להתייקרויות,3922535000,0,0,,,partial,https://next.obudget.org/i/budget/00207001/2025
budget-education-2025-00207002,education,2025,00207002,רזרבה לעמידה במגבלה,987319000,527884000,0,,0,partial,https://next.obudget.org/i/budget/00207002/2025
budget-education-2025-002099,education,2025,002099,חשבון מעבר,0,0,5001,,,partial,https://next.obudget.org/i/budget/002099/2025
budget-education-2025-00209999,education,2025,00209999,חשבון מעבר,0,0,5001,,,partial,https://next.obudget.org/i/budget/00209999/2025
budget-education-2026-0020,education,2026,0020,משרד החינוך,96893085000,99207378000,,,,estimate,https://next.obudget.org/i/budget/0020/2026
budget-education-2026-002060,education,2026,002060,יחידות מטה,2078455000,2401258000,,,,estimate,https://next.obudget.org/i/budget/002060/2026
budget-education-2026-00206001,education,2026,00206001,פעילויות מטה מרכזיות -,2078455000,2401258000,,,,estimate,https://next.obudget.org/i/budget/00206001/2026
budget-education-2026-002061,education,2026,002061,חינוך מיוחד,19822642000,20084996000,,,,estimate,https://next.obudget.org/i/budget/002061/2026
budget-education-2026-00206101,education,2026,00206101,חינוך מיוחד,19822642000,20084996000,,,,estimate,https://next.obudget.org/i/budget/00206101/2026
budget-education-2026-002062,education,2026,002062,קדם יסודי,9289508000,9406625000,,,,estimate,https://next.obudget.org/i/budget/002062/2026
budget-education-2026-00206201,education,2026,00206201,קדם יסודי,9243282000,9244052000,,,,estimate,https://next.obudget.org/i/budget/00206201/2026
budget-education-2026-00206202,education,2026,00206202,הגיל הרך,46226000,162573000,,,,estimate,https://next.obudget.org/i/budget/00206202/2026
budget-education-2026-002063,education,2026,002063,יסודי וחטיבות ביניים,26623758000,27069011000,,,,estimate,https://next.obudget.org/i/budget/002063/2026
budget-education-2026-00206301,education,2026,00206301,יסודי וחטיבת ביניים,22458269000,22900224000,,,,estimate,https://next.obudget.org/i/budget/00206301/2026
budget-education-2026-00206302,education,2026,00206302,החינוך העצמאי,2101027000,2101027000,,,,estimate,https://next.obudget.org/i/budget/00206302/2026
budget-education-2026-00206303,education,2026,00206303,מעין החינוך התורני,1234201000,1234063000,,,,estimate,https://next.obudget.org/i/budget/00206303/2026
budget-education-2026-00206304,education,2026,00206304,מוכר שאינו רשמי,508843000,512279000,,,,estimate,https://next.obudget.org/i/budget/00206304/2026
budget-education-2026-00206305,education,2026,00206305,מוסדות הפטור,321418000,321418000,,,,estimate,https://next.obudget.org/i/budget/00206305/2026
budget-education-2026-002064,education,2026,002064,חטיבה עליונה,15311852000,15620494000,,,,estimate,https://next.obudget.org/i/budget/002064/2026
budget-education-2026-00206401,education,2026,00206401,חטיבה עליונה,15311852000,15620494000,,,,estimate,https://next.obudget.org/i/budget/00206401/2026
budget-education-2026-002065,education,2026,002065,"שירותי עזר, הסעות",4955017000,5093229000,,,,estimate,https://next.obudget.org/i/budget/002065/2026
budget-education-2026-00206501,education,2026,00206501,"שירותי עזר, הסעות",4955017000,5093229000,,,,estimate,https://next.obudget.org/i/budget/00206501/2026
budget-education-2026-002066,education,2026,002066,חינוך התיישבותי,5534625000,5984894000,,,,estimate,https://next.obudget.org/i/budget/002066/2026
budget-education-2026-00206601,education,2026,00206601,המינהל חינוך התיישבותי,5534625000,5984894000,,,,estimate,https://next.obudget.org/i/budget/00206601/2026
budget-education-2026-002067,education,2026,002067,פעולות משלימות לקידום,5938409000,6058034000,,,,estimate,https://next.obudget.org/i/budget/002067/2026
budget-education-2026-00206701,education,2026,00206701,פעילויות ופרוייקטים,4067951000,4067951000,,,,estimate,https://next.obudget.org/i/budget/00206701/2026
