משרד,שנה,סיווג ראשי,סיווג משני,תקציב מקורי,תקציב מעודכן,ביצוע/אומדן,מספר תקנות,מקור
sec-11,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0011/2024
sec-11,2024,קניות,קניות בארץ,134968000,134968000,141531509,6,https://next.obudget.org/i/budget/0011/2024
sec-11,2024,קניות,רזרבה,2750000,2750000,0,1,https://next.obudget.org/i/budget/0011/2024
sec-11,2024,שכר,רזרבה,5250000,5250000,0,1,https://next.obudget.org/i/budget/0011/2024
sec-11,2024,שכר,שכר בארץ,278100000,278100000,291659238,10,https://next.obudget.org/i/budget/0011/2024
sec-11,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0011/2025
sec-11,2025,קניות,קניות בארץ,130580000,130580000,159942376,6,https://next.obudget.org/i/budget/0011/2025
sec-11,2025,קניות,רזרבה,2750000,2750000,0,1,https://next.obudget.org/i/budget/0011/2025
sec-11,2025,שכר,רזרבה,5250000,5250000,0,1,https://next.obudget.org/i/budget/0011/2025
sec-11,2025,שכר,שכר בארץ,304719000,304719000,295388222,10,https://next.obudget.org/i/budget/0011/2025
sec-11,2026,העברות פנים תקציביות,השתתפויות,0,0,,1,https://next.obudget.org/i/budget/0011/2026
sec-11,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0011/2026
sec-11,2026,קניות,קניות בארץ,142080000,142080000,,6,https://next.obudget.org/i/budget/0011/2026
sec-11,2026,קניות,רזרבה,2750000,2750000,,1,https://next.obudget.org/i/budget/0011/2026
sec-11,2026,שכר,רזרבה,5250000,5250000,,1,https://next.obudget.org/i/budget/0011/2026
sec-11,2026,שכר,שכר בארץ,310720000,310720000,,10,https://next.obudget.org/i/budget/0011/2026
sec-12,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-1098686835,6,https://next.obudget.org/i/budget/0012/2023
sec-12,2023,העברות,תשלומי העברה סוציאליים,6560702000,6611842000,6611173605,4,https://next.obudget.org/i/budget/0012/2023
sec-12,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0012/2023
sec-12,2023,קניות,קניות בארץ,22336000,27067000,26781744,1,https://next.obudget.org/i/budget/0012/2023
sec-12,2023,קניות,רזרבה,1636000,0,0,2,https://next.obudget.org/i/budget/0012/2023
sec-12,2023,שכר,שכר בארץ,15239433000,14428215000,15512578685,14,https://next.obudget.org/i/budget/0012/2023
sec-12,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-810067277,6,https://next.obudget.org/i/budget/0012/2024
sec-12,2024,העברות,תשלומי העברה סוציאליים,6958104000,6908471000,6910337775,4,https://next.obudget.org/i/budget/0012/2024
sec-12,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0012/2024
sec-12,2024,קניות,קניות בארץ,21348000,23414000,23546153,1,https://next.obudget.org/i/budget/0012/2024
sec-12,2024,קניות,רזרבה,890000,0,0,2,https://next.obudget.org/i/budget/0012/2024
sec-12,2024,שכר,שכר בארץ,16069427000,15490744000,16188756286,14,https://next.obudget.org/i/budget/0012/2024
sec-12,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-880120630,6,https://next.obudget.org/i/budget/0012/2025
sec-12,2025,העברות,תשלומי העברה סוציאליים,7306718000,7330487000,7322580636,4,https://next.obudget.org/i/budget/0012/2025
sec-12,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0012/2025
sec-12,2025,קניות,קניות בארץ,25709000,26984000,25561596,1,https://next.obudget.org/i/budget/0012/2025
sec-12,2025,קניות,רזרבה,1072000,1072000,0,2,https://next.obudget.org/i/budget/0012/2025
sec-12,2025,שכר,שכר בארץ,17502057000,16341975000,17077216853,14,https://next.obudget.org/i/budget/0012/2025
sec-12,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,6,https://next.obudget.org/i/budget/0012/2026
sec-12,2026,העברות,תשלומי העברה סוציאליים,7790974000,7790974000,,4,https://next.obudget.org/i/budget/0012/2026
sec-12,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0012/2026
sec-12,2026,קניות,קניות בארץ,24680000,24680000,,1,https://next.obudget.org/i/budget/0012/2026
sec-12,2026,קניות,רזרבה,1029000,1029000,,1,https://next.obudget.org/i/budget/0012/2026
sec-12,2026,שכר,שכר בארץ,18935633000,18935633000,,14,https://next.obudget.org/i/budget/0012/2026
sec-13,2023,העברות,מוצרים ציבוריים,89881000,129360000,125234803,4,https://next.obudget.org/i/budget/0013/2023
sec-13,2023,העברות,רזרבה,809105000,8000,0,5,https://next.obudget.org/i/budget/0013/2023
sec-13,2023,העברות,תמיכות לפי סעיף 3א,0,40000000,30302047,1,https://next.obudget.org/i/budget/0013/2023
sec-13,2023,העברות,תשלומי העברה סוציאליים,937547000,1435085000,939666994,12,https://next.obudget.org/i/budget/0013/2023
sec-13,2023,מתן אשראי,אשראי בשקלים,0,907000,0,1,https://next.obudget.org/i/budget/0013/2023
sec-13,2023,מתן אשראי,סבסוד אשראי,1700000,1225000,0,1,https://next.obudget.org/i/budget/0013/2023
sec-13,2023,מתן אשראי,רזרבה למתן אשראי,74191000,0,0,1,https://next.obudget.org/i/budget/0013/2023
sec-13,2023,קניות,קניות בארץ,22516000,45992000,33911931,8,https://next.obudget.org/i/budget/0013/2023
sec-13,2023,קניות,"קניות בחו""ל",75346000,82762000,86732000,1,https://next.obudget.org/i/budget/0013/2023
sec-13,2023,קניות,רזרבה,854782000,70000000,0,8,https://next.obudget.org/i/budget/0013/2023
sec-13,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,0,1,https://next.obudget.org/i/budget/0013/2024
sec-13,2024,העברות,מוצרים ציבוריים,79769000,372019000,411803977,5,https://next.obudget.org/i/budget/0013/2024
sec-13,2024,העברות,רזרבה,494717000,73609000,0,5,https://next.obudget.org/i/budget/0013/2024
sec-13,2024,העברות,תמיכות לפי סעיף 3א,0,0,7208862,1,https://next.obudget.org/i/budget/0013/2024
sec-13,2024,העברות,תשלומי העברה סוציאליים,1198757000,1198555000,1499056694,12,https://next.obudget.org/i/budget/0013/2024
sec-13,2024,מתן אשראי,אשראי בשקלים,0,0,0,1,https://next.obudget.org/i/budget/0013/2024
sec-13,2024,מתן אשראי,סבסוד אשראי,1700000,2940000,1890635,1,https://next.obudget.org/i/budget/0013/2024
sec-13,2024,מתן אשראי,רזרבה למתן אשראי,53191000,16808000,0,1,https://next.obudget.org/i/budget/0013/2024
sec-13,2024,קניות,קניות בארץ,29218000,32233000,16867022,10,https://next.obudget.org/i/budget/0013/2024
sec-13,2024,קניות,"קניות בחו""ל",79052000,79052000,88138000,1,https://next.obudget.org/i/budget/0013/2024
sec-13,2024,קניות,רזרבה,585588000,312737000,0,10,https://next.obudget.org/i/budget/0013/2024
sec-13,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,0,1,https://next.obudget.org/i/budget/0013/2025
sec-13,2025,העברות,מוצרים ציבוריים,74365000,389577000,462011899,5,https://next.obudget.org/i/budget/0013/2025
sec-13,2025,העברות,רזרבה,795207000,0,0,5,https://next.obudget.org/i/budget/0013/2025
sec-13,2025,העברות,תמיכות לפי סעיף 3א,0,0,0,1,https://next.obudget.org/i/budget/0013/2025
sec-13,2025,העברות,תשלומי העברה סוציאליים,1938253000,1917080000,1840070584,10,https://next.obudget.org/i/budget/0013/2025
sec-13,2025,מתן אשראי,אשראי בשקלים,0,0,0,1,https://next.obudget.org/i/budget/0013/2025
sec-13,2025,מתן אשראי,סבסוד אשראי,1600000,2523000,2155404,1,https://next.obudget.org/i/budget/0013/2025
sec-13,2025,מתן אשראי,רזרבה למתן אשראי,53191000,0,0,1,https://next.obudget.org/i/budget/0013/2025
sec-13,2025,קניות,קניות בארץ,464273000,86715000,71530953,7,https://next.obudget.org/i/budget/0013/2025
sec-13,2025,קניות,"קניות בחו""ל",76848000,86735000,85458000,1,https://next.obudget.org/i/budget/0013/2025
sec-13,2025,קניות,רזרבה,1139446000,94570000,0,10,https://next.obudget.org/i/budget/0013/2025
sec-13,2026,הכנסות מיועדות,הכנסות מאשראי,0,0,,2,https://next.obudget.org/i/budget/0013/2026
sec-13,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,1,https://next.obudget.org/i/budget/0013/2026
sec-13,2026,העברות,מוצרים ציבוריים,100965000,100965000,,5,https://next.obudget.org/i/budget/0013/2026
sec-13,2026,העברות,רזרבה,105302000,105302000,,5,https://next.obudget.org/i/budget/0013/2026
sec-13,2026,העברות,תשלומי העברה סוציאליים,2129807000,2129807000,,9,https://next.obudget.org/i/budget/0013/2026
sec-13,2026,מתן אשראי,אשראי בשקלים,0,0,,4,https://next.obudget.org/i/budget/0013/2026
sec-13,2026,מתן אשראי,סבסוד אשראי,0,0,,1,https://next.obudget.org/i/budget/0013/2026
sec-13,2026,מתן אשראי,רזרבה למתן אשראי,44946000,44946000,,1,https://next.obudget.org/i/budget/0013/2026
sec-13,2026,קניות,קניות בארץ,86815000,86815000,,9,https://next.obudget.org/i/budget/0013/2026
sec-13,2026,קניות,"קניות בחו""ל",64937000,64937000,,1,https://next.obudget.org/i/budget/0013/2026
sec-13,2026,קניות,רזרבה,504815000,504815000,,8,https://next.obudget.org/i/budget/0013/2026
sec-14,2023,הכנסות מיועדות,הכנסות מאשראי,0,0,-50439781,1,https://next.obudget.org/i/budget/0014/2023
sec-14,2023,העברות,מוצרים ציבוריים,138000000,145084000,147326730,2,https://next.obudget.org/i/budget/0014/2023
sec-14,2023,העברות,רזרבה,5751000,0,0,1,https://next.obudget.org/i/budget/0014/2023
sec-14,2023,העברות,שכר עקיף,0,0,0,2,https://next.obudget.org/i/budget/0014/2023
sec-14,2023,העברות פנים תקציביות,השתתפויות,445000,0,0,2,https://next.obudget.org/i/budget/0014/2023
sec-14,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0014/2023
sec-14,2023,מתן אשראי,אשראי בשקלים,5000000,0,6300006,1,https://next.obudget.org/i/budget/0014/2023
sec-14,2023,קניות,קניות בארץ,25000000,41931000,46466987,8,https://next.obudget.org/i/budget/0014/2023
sec-14,2023,קניות,רזרבה,16667000,0,0,4,https://next.obudget.org/i/budget/0014/2023
sec-14,2023,שכר,רזרבה,834000,834000,0,1,https://next.obudget.org/i/budget/0014/2023
sec-14,2023,שכר,שכר בארץ,20000000,16430000,17083267,1,https://next.obudget.org/i/budget/0014/2023
sec-14,2024,הכנסות מיועדות,הכנסות מאשראי,0,0,-56368124,1,https://next.obudget.org/i/budget/0014/2024
sec-14,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,0,1,https://next.obudget.org/i/budget/0014/2024
sec-14,2024,העברות,מוצרים ציבוריים,137221000,137221000,146526881,2,https://next.obudget.org/i/budget/0014/2024
sec-14,2024,העברות,רזרבה,5785000,5785000,0,1,https://next.obudget.org/i/budget/0014/2024
sec-14,2024,העברות,שכר עקיף,0,0,0,2,https://next.obudget.org/i/budget/0014/2024
sec-14,2024,העברות פנים תקציביות,השתתפויות,1773000,1773000,796102,2,https://next.obudget.org/i/budget/0014/2024
sec-14,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0014/2024
sec-14,2024,מתן אשראי,אשראי בשקלים,5000000,5000000,500000,1,https://next.obudget.org/i/budget/0014/2024
sec-14,2024,קניות,קניות בארץ,44733000,44733000,25598848,8,https://next.obudget.org/i/budget/0014/2024
sec-14,2024,קניות,רזרבה,1864000,1864000,0,4,https://next.obudget.org/i/budget/0014/2024
sec-14,2024,שכר,רזרבה,1030000,1030000,0,1,https://next.obudget.org/i/budget/0014/2024
sec-14,2024,שכר,שכר בארץ,24291000,24291000,16398422,1,https://next.obudget.org/i/budget/0014/2024
sec-14,2025,הכנסות מיועדות,הכנסות מאשראי,0,0,-50128206,1,https://next.obudget.org/i/budget/0014/2025
sec-14,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-191639,1,https://next.obudget.org/i/budget/0014/2025
sec-14,2025,העברות,מוצרים ציבוריים,137221000,137221000,157028517,1,https://next.obudget.org/i/budget/0014/2025
sec-14,2025,העברות,רזרבה,5780000,0,0,1,https://next.obudget.org/i/budget/0014/2025
sec-14,2025,העברות פנים תקציביות,השתתפויות,300000,300000,0,2,https://next.obudget.org/i/budget/0014/2025
sec-14,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0014/2025
sec-14,2025,מתן אשראי,אשראי בשקלים,5000000,5000000,1000000,1,https://next.obudget.org/i/budget/0014/2025
sec-14,2025,קניות,קניות בארץ,48123000,91384000,33341657,5,https://next.obudget.org/i/budget/0014/2025
sec-14,2025,קניות,רזרבה,10966000,0,0,2,https://next.obudget.org/i/budget/0014/2025
sec-14,2025,שכר,רזרבה,1380000,0,0,1,https://next.obudget.org/i/budget/0014/2025
sec-14,2025,שכר,שכר בארץ,24196000,24196000,19893627,1,https://next.obudget.org/i/budget/0014/2025
sec-14,2026,הכנסות מיועדות,הכנסות מאשראי,0,0,,1,https://next.obudget.org/i/budget/0014/2026
sec-14,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,1,https://next.obudget.org/i/budget/0014/2026
sec-14,2026,העברות,מוצרים ציבוריים,267760000,267760000,,2,https://next.obudget.org/i/budget/0014/2026
sec-14,2026,העברות,רזרבה,0,0,,1,https://next.obudget.org/i/budget/0014/2026
sec-14,2026,העברות פנים תקציביות,השתתפויות,0,0,,1,https://next.obudget.org/i/budget/0014/2026
sec-14,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0014/2026
sec-14,2026,מתן אשראי,אשראי בשקלים,5000000,5000000,,1,https://next.obudget.org/i/budget/0014/2026
sec-14,2026,קניות,קניות בארץ,678327000,678327000,,4,https://next.obudget.org/i/budget/0014/2026
sec-14,2026,קניות,רזרבה,0,0,,2,https://next.obudget.org/i/budget/0014/2026
sec-14,2026,שכר,רזרבה,0,0,,1,https://next.obudget.org/i/budget/0014/2026
sec-14,2026,שכר,שכר בארץ,24955000,24955000,,1,https://next.obudget.org/i/budget/0014/2026
sec-15,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-17585383922,3,https://next.obudget.org/i/budget/0015/2023
sec-15,2023,העברות,רזרבה,271654000,0,0,1,https://next.obudget.org/i/budget/0015/2023
sec-15,2023,העברות,תשלומי העברה סוציאליים,6036763000,6308417000,7184471262,13,https://next.obudget.org/i/budget/0015/2023
sec-15,2023,העברות פנים תקציביות,השתתפויות,564978000,-362718000,-339406374,5,https://next.obudget.org/i/budget/0015/2023
sec-15,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0015/2023
sec-15,2023,קניות,קניות בארץ,24235094000,48198972000,42193912502,15,https://next.obudget.org/i/budget/0015/2023
sec-15,2023,קניות,"קניות בחו""ל",0,0,12407698492,1,https://next.obudget.org/i/budget/0015/2023
sec-15,2023,קניות,רזרבה,1618098000,11720000,0,4,https://next.obudget.org/i/budget/0015/2023
sec-15,2023,שכר,רזרבה,1308007000,1308007000,0,1,https://next.obudget.org/i/budget/0015/2023
sec-15,2023,שכר,שכר בארץ,29066821000,29373301000,39325836454,21,https://next.obudget.org/i/budget/0015/2023
sec-15,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-24904124924,3,https://next.obudget.org/i/budget/0015/2024
sec-15,2024,העברות,רזרבה,308536000,0,0,1,https://next.obudget.org/i/budget/0015/2024
sec-15,2024,העברות,תשלומי העברה סוציאליים,7226745000,7535281000,9215275581,14,https://next.obudget.org/i/budget/0015/2024
sec-15,2024,העברות פנים תקציביות,השתתפויות,514753000,42179000,100535547,5,https://next.obudget.org/i/budget/0015/2024
sec-15,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0015/2024
sec-15,2024,קניות,קניות בארץ,72476806000,105952934000,85670408423,16,https://next.obudget.org/i/budget/0015/2024
sec-15,2024,קניות,"קניות בחו""ל",0,0,10573231242,1,https://next.obudget.org/i/budget/0015/2024
sec-15,2024,קניות,רזרבה,3305055000,0,0,4,https://next.obudget.org/i/budget/0015/2024
sec-15,2024,שכר,רזרבה,1348693000,0,0,1,https://next.obudget.org/i/budget/0015/2024
sec-15,2024,שכר,שכר בארץ,32346568000,39868431000,71047226251,22,https://next.obudget.org/i/budget/0015/2024
sec-15,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-29213544052,3,https://next.obudget.org/i/budget/0015/2025
sec-15,2025,העברות,רזרבה,475174000,0,0,1,https://next.obudget.org/i/budget/0015/2025
sec-15,2025,העברות,תשלומי העברה סוציאליים,9969734000,10394560000,10832520110,14,https://next.obudget.org/i/budget/0015/2025
sec-15,2025,העברות פנים תקציביות,השתתפויות,986020000,1225668000,506098706,6,https://next.obudget.org/i/budget/0015/2025
sec-15,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0015/2025
sec-15,2025,קניות,קניות בארץ,52426387000,70383341000,74512281023,15,https://next.obudget.org/i/budget/0015/2025
sec-15,2025,קניות,"קניות בחו""ל",0,0,21744361436,1,https://next.obudget.org/i/budget/0015/2025
sec-15,2025,קניות,רזרבה,2118584000,0,0,4,https://next.obudget.org/i/budget/0015/2025
sec-15,2025,שכר,רזרבה,1766877000,0,0,1,https://next.obudget.org/i/budget/0015/2025
sec-15,2025,שכר,שכר בארץ,42084595000,67035338000,68536570798,21,https://next.obudget.org/i/budget/0015/2025
sec-15,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,3,https://next.obudget.org/i/budget/0015/2026
sec-15,2026,העברות,מוצרים ציבוריים,18496909000,18496909000,,2,https://next.obudget.org/i/budget/0015/2026
sec-15,2026,העברות,רזרבה,988720000,988720000,,1,https://next.obudget.org/i/budget/0015/2026
sec-15,2026,העברות,תשלומי העברה סוציאליים,9672368000,9672368000,,14,https://next.obudget.org/i/budget/0015/2026
sec-15,2026,העברות פנים תקציביות,השתתפויות,1168934000,1168934000,,4,https://next.obudget.org/i/budget/0015/2026
sec-15,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0015/2026
sec-15,2026,קניות,קניות בארץ,65752875000,65752875000,,15,https://next.obudget.org/i/budget/0015/2026
sec-15,2026,קניות,"קניות בחו""ל",0,0,,1,https://next.obudget.org/i/budget/0015/2026
sec-15,2026,קניות,רזרבה,1780000000,1780000000,,2,https://next.obudget.org/i/budget/0015/2026
sec-15,2026,שכר,רזרבה,1871984000,1871984000,,1,https://next.obudget.org/i/budget/0015/2026
sec-15,2026,שכר,שכר בארץ,42628497000,42628497000,,19,https://next.obudget.org/i/budget/0015/2026
sec-16,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-16844026,2,https://next.obudget.org/i/budget/0016/2023
sec-16,2023,העברות פנים תקציביות,השתתפויות,83584000,62027000,75817072,8,https://next.obudget.org/i/budget/0016/2023
sec-16,2023,קניות,קניות בארץ,432781000,1272132000,813582931,25,https://next.obudget.org/i/budget/0016/2023
sec-16,2023,קניות,רזרבה,27743000,0,0,3,https://next.obudget.org/i/budget/0016/2023
sec-16,2023,שכר,רזרבה,723000,723000,0,1,https://next.obudget.org/i/budget/0016/2023
sec-16,2023,שכר,שכר בארץ,17340000,18080000,17375947,2,https://next.obudget.org/i/budget/0016/2023
sec-16,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-6714483,2,https://next.obudget.org/i/budget/0016/2024
sec-16,2024,העברות פנים תקציביות,השתתפויות,110145000,-96643000,57966883,9,https://next.obudget.org/i/budget/0016/2024
sec-16,2024,קניות,קניות בארץ,1080459000,985024000,612977371,26,https://next.obudget.org/i/budget/0016/2024
sec-16,2024,קניות,רזרבה,40852000,0,0,3,https://next.obudget.org/i/budget/0016/2024
sec-16,2024,שכר,רזרבה,755000,0,0,1,https://next.obudget.org/i/budget/0016/2024
sec-16,2024,שכר,שכר בארץ,17973000,18973000,18720818,2,https://next.obudget.org/i/budget/0016/2024
sec-16,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-311637,3,https://next.obudget.org/i/budget/0016/2025
sec-16,2025,העברות פנים תקציביות,השתתפויות,-308543000,-676621000,-643675007,10,https://next.obudget.org/i/budget/0016/2025
sec-16,2025,קניות,קניות בארץ,807893000,1405953000,1240200124,28,https://next.obudget.org/i/budget/0016/2025
sec-16,2025,קניות,רזרבה,33662000,0,0,2,https://next.obudget.org/i/budget/0016/2025
sec-16,2025,שכר,רזרבה,773000,0,0,1,https://next.obudget.org/i/budget/0016/2025
sec-16,2025,שכר,שכר בארץ,18096000,18096000,17363937,1,https://next.obudget.org/i/budget/0016/2025
sec-16,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,2,https://next.obudget.org/i/budget/0016/2026
sec-16,2026,העברות פנים תקציביות,השתתפויות,49597000,49597000,,10,https://next.obudget.org/i/budget/0016/2026
sec-16,2026,קניות,קניות בארץ,613820000,613820000,,25,https://next.obudget.org/i/budget/0016/2026
sec-16,2026,קניות,רזרבה,25576000,25576000,,1,https://next.obudget.org/i/budget/0016/2026
sec-16,2026,שכר,רזרבה,757000,757000,,1,https://next.obudget.org/i/budget/0016/2026
sec-16,2026,שכר,שכר בארץ,18159000,18159000,,1,https://next.obudget.org/i/budget/0016/2026
sec-17,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-215704841,12,https://next.obudget.org/i/budget/0017/2023
sec-17,2023,העברות פנים תקציביות,השתתפויות,58365000,55291000,54213113,7,https://next.obudget.org/i/budget/0017/2023
sec-17,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0017/2023
sec-17,2023,קניות,קניות בארץ,36380000,124946000,172302744,22,https://next.obudget.org/i/budget/0017/2023
sec-17,2023,קניות,רזרבה,2330000,0,0,3,https://next.obudget.org/i/budget/0017/2023
sec-17,2023,שכר,רזרבה,1454000,0,0,2,https://next.obudget.org/i/budget/0017/2023
sec-17,2023,שכר,שכר בארץ,34583000,33323000,98027787,77,https://next.obudget.org/i/budget/0017/2023
sec-17,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-265107125,12,https://next.obudget.org/i/budget/0017/2024
sec-17,2024,העברות פנים תקציביות,השתתפויות,58365000,57637000,60577257,7,https://next.obudget.org/i/budget/0017/2024
sec-17,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0017/2024
sec-17,2024,קניות,קניות בארץ,26524000,85703000,166498720,22,https://next.obudget.org/i/budget/0017/2024
sec-17,2024,קניות,רזרבה,1220000,0,0,3,https://next.obudget.org/i/budget/0017/2024
sec-17,2024,שכר,רזרבה,1570000,0,0,2,https://next.obudget.org/i/budget/0017/2024
sec-17,2024,שכר,שכר בארץ,37285000,29077000,95242822,77,https://next.obudget.org/i/budget/0017/2024
sec-17,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-299928613,12,https://next.obudget.org/i/budget/0017/2025
sec-17,2025,העברות פנים תקציביות,השתתפויות,61862000,68162000,66456546,7,https://next.obudget.org/i/budget/0017/2025
sec-17,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0017/2025
sec-17,2025,קניות,קניות בארץ,24407000,148367000,290628346,21,https://next.obudget.org/i/budget/0017/2025
sec-17,2025,קניות,רזרבה,1018000,0,0,3,https://next.obudget.org/i/budget/0017/2025
sec-17,2025,שכר,רזרבה,1757000,0,0,2,https://next.obudget.org/i/budget/0017/2025
sec-17,2025,שכר,שכר בארץ,42035000,33860000,108719307,77,https://next.obudget.org/i/budget/0017/2025
sec-17,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,12,https://next.obudget.org/i/budget/0017/2026
sec-17,2026,העברות פנים תקציביות,השתתפויות,57282000,57282000,,7,https://next.obudget.org/i/budget/0017/2026
sec-17,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0017/2026
sec-17,2026,קניות,קניות בארץ,54385000,54385000,,21,https://next.obudget.org/i/budget/0017/2026
sec-17,2026,קניות,רזרבה,2360000,2360000,,2,https://next.obudget.org/i/budget/0017/2026
sec-17,2026,שכר,רזרבה,1334000,1334000,,1,https://next.obudget.org/i/budget/0017/2026
sec-17,2026,שכר,שכר בארץ,29539000,29539000,,77,https://next.obudget.org/i/budget/0017/2026
sec-18,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-7393121,2,https://next.obudget.org/i/budget/0018/2023
sec-18,2023,העברות,מוצרים ציבוריים,5746553000,7999600000,7606819602,79,https://next.obudget.org/i/budget/0018/2023
sec-18,2023,העברות,רזרבה,323188000,624000,0,5,https://next.obudget.org/i/budget/0018/2023
sec-18,2023,העברות,תמיכות לפי סעיף 3א,0,12610000,11152462,1,https://next.obudget.org/i/budget/0018/2023
sec-18,2023,העברות פנים תקציביות,השתתפויות,15828000,15828000,3882757,2,https://next.obudget.org/i/budget/0018/2023
sec-18,2023,קניות,קניות בארץ,9676000,24855000,30771143,2,https://next.obudget.org/i/budget/0018/2023
sec-18,2023,קניות,רזרבה,450986000,180504000,0,5,https://next.obudget.org/i/budget/0018/2023
sec-18,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-4715760,2,https://next.obudget.org/i/budget/0018/2024
sec-18,2024,העברות,מוצרים ציבוריים,6083222000,8079259000,6865523113,81,https://next.obudget.org/i/budget/0018/2024
sec-18,2024,העברות,רזרבה,318684000,1345000,0,5,https://next.obudget.org/i/budget/0018/2024
sec-18,2024,העברות,תמיכות לפי סעיף 3א,4812000,7839000,908640,1,https://next.obudget.org/i/budget/0018/2024
sec-18,2024,העברות פנים תקציביות,השתתפויות,468000,3152000,1923031,2,https://next.obudget.org/i/budget/0018/2024
sec-18,2024,קניות,קניות בארץ,8694000,19588000,24245711,2,https://next.obudget.org/i/budget/0018/2024
sec-18,2024,קניות,רזרבה,203268000,0,0,5,https://next.obudget.org/i/budget/0018/2024
sec-18,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-5374807,2,https://next.obudget.org/i/budget/0018/2025
sec-18,2025,העברות,מוצרים ציבוריים,6049449000,8941689000,7634228715,76,https://next.obudget.org/i/budget/0018/2025
sec-18,2025,העברות,רזרבה,464227000,2575000,0,5,https://next.obudget.org/i/budget/0018/2025
sec-18,2025,העברות,תמיכות לפי סעיף 3א,4476000,19073000,4881461,1,https://next.obudget.org/i/budget/0018/2025
sec-18,2025,העברות פנים תקציביות,השתתפויות,1200000,2254000,959870,2,https://next.obudget.org/i/budget/0018/2025
sec-18,2025,קניות,קניות בארץ,8086000,28156000,8938345,2,https://next.obudget.org/i/budget/0018/2025
sec-18,2025,קניות,רזרבה,160754000,3488000,0,5,https://next.obudget.org/i/budget/0018/2025
sec-18,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,1,https://next.obudget.org/i/budget/0018/2026
sec-18,2026,העברות,מוצרים ציבוריים,5941230000,5941230000,,74,https://next.obudget.org/i/budget/0018/2026
sec-18,2026,העברות,רזרבה,754616000,754616000,,6,https://next.obudget.org/i/budget/0018/2026
sec-18,2026,העברות,תמיכות לפי סעיף 3א,3782000,3782000,,1,https://next.obudget.org/i/budget/0018/2026
sec-18,2026,העברות פנים תקציביות,השתתפויות,400000,400000,,2,https://next.obudget.org/i/budget/0018/2026
