משרד,שנה,סיווג ראשי,סיווג משני,תקציב מקורי,תקציב מעודכן,ביצוע/אומדן,מספר תקנות,מקור
sec-18,2026,קניות,קניות בארץ,6833000,6833000,,2,https://next.obudget.org/i/budget/0018/2026
sec-18,2026,קניות,רזרבה,316608000,316608000,,4,https://next.obudget.org/i/budget/0018/2026
sec-19,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-20259995,8,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,העברות,מוצרים ציבוריים,802952000,1302961000,1053917765,48,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,העברות,סובסידיה,34344000,62015000,50956085,1,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,העברות,רזרבה,93619000,0,0,2,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,העברות,תמיכות לפי סעיף 3א,1166015000,1738289000,1609592022,49,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,העברות,תשלומי העברה סוציאליים,1500000,6490000,490000,1,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,העברות פנים תקציביות,השתתפויות,152837000,172618000,169466499,6,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,קניות,קניות בארץ,50515000,119858000,81827769,16,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,קניות,"קניות בחו""ל",29653000,46528000,46881123,1,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,קניות,רזרבה,122123000,0,0,8,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,שכר,רזרבה,3300000,0,0,1,https://next.obudget.org/i/budget/0019/2023
sec-19,2023,שכר,שכר בארץ,79114000,82711000,82052973,13,https://next.obudget.org/i/budget/0019/2023
sec-19,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-22305059,9,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,העברות,מוצרים ציבוריים,781927000,1004525000,845686112,49,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,העברות,סובסידיה,23179000,33959000,32758199,1,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,העברות,רזרבה,124444000,2267000,0,2,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,העברות,תמיכות לפי סעיף 3א,1196123000,1593156000,1504959935,49,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,העברות,תשלומי העברה סוציאליים,0,1000000,1000000,1,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,העברות פנים תקציביות,השתתפויות,187297000,179563000,190004206,7,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,חשבונות מעבר,חשבונות מעבר,0,0,-1,1,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,קניות,קניות בארץ,45317000,107173000,84548565,16,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,קניות,"קניות בחו""ל",23000000,33816000,22591899,1,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,קניות,רזרבה,21819000,6147000,0,8,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,שכר,רזרבה,3130000,0,0,1,https://next.obudget.org/i/budget/0019/2024
sec-19,2024,שכר,שכר בארץ,75115000,82724000,83358589,13,https://next.obudget.org/i/budget/0019/2024
sec-19,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-22928393,7,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,העברות,מוצרים ציבוריים,755516000,1144798000,915916894,44,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,העברות,סובסידיה,20000000,21341000,21232764,1,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,העברות,רזרבה,151641000,0,0,2,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,העברות,תמיכות לפי סעיף 3א,1508982000,1667646000,1594806052,49,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,העברות,תשלומי העברה סוציאליים,1500000,1000000,15000,1,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,העברות פנים תקציביות,השתתפויות,161600000,162578000,163898491,6,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,חשבונות מעבר,חשבונות מעבר,0,0,468,1,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,קניות,קניות בארץ,73325000,119191000,84588898,13,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,קניות,"קניות בחו""ל",30000000,42444000,41496849,1,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,קניות,רזרבה,16493000,0,0,8,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,שכר,רזרבה,3549000,0,0,1,https://next.obudget.org/i/budget/0019/2025
sec-19,2025,שכר,שכר בארץ,85177000,85177000,83054062,13,https://next.obudget.org/i/budget/0019/2025
sec-19,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,7,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,העברות,מוצרים ציבוריים,851479000,851479000,,43,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,העברות,סובסידיה,14000000,14000000,,1,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,העברות,רזרבה,136761000,136761000,,2,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,העברות,תמיכות לפי סעיף 3א,1480535000,1480535000,,44,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,העברות,תשלומי העברה סוציאליים,2500000,2500000,,1,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,העברות פנים תקציביות,השתתפויות,156347000,156347000,,6,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,קניות,קניות בארץ,99909000,99909000,,13,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,קניות,"קניות בחו""ל",25900000,25900000,,1,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,קניות,רזרבה,6102000,6102000,,3,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,שכר,רזרבה,4720000,4720000,,1,https://next.obudget.org/i/budget/0019/2026
sec-19,2026,שכר,שכר בארץ,99860000,99860000,,13,https://next.obudget.org/i/budget/0019/2026
sec-2,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,0,1,https://next.obudget.org/i/budget/0002/2023
sec-2,2023,העברות פנים תקציביות,השתתפויות,2340000,6340000,55336,5,https://next.obudget.org/i/budget/0002/2023
sec-2,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0002/2023
sec-2,2023,קניות,קניות בארץ,307185000,626405000,344575132,54,https://next.obudget.org/i/budget/0002/2023
sec-2,2023,קניות,רזרבה,18000000,63000000,0,1,https://next.obudget.org/i/budget/0002/2023
sec-2,2023,שכר,שכר בארץ,645702000,648462000,590373538,14,https://next.obudget.org/i/budget/0002/2023
sec-2,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-2090,1,https://next.obudget.org/i/budget/0002/2024
sec-2,2024,העברות פנים תקציביות,השתתפויות,1400000,1400000,432945,5,https://next.obudget.org/i/budget/0002/2024
sec-2,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0002/2024
sec-2,2024,קניות,קניות בארץ,326275000,580575000,347565604,54,https://next.obudget.org/i/budget/0002/2024
sec-2,2024,קניות,רזרבה,18081000,18081000,0,1,https://next.obudget.org/i/budget/0002/2024
sec-2,2024,שכר,שכר בארץ,646360000,649120000,573305388,14,https://next.obudget.org/i/budget/0002/2024
sec-2,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-100724,3,https://next.obudget.org/i/budget/0002/2025
sec-2,2025,העברות פנים תקציביות,השתתפויות,400000,400000,0,5,https://next.obudget.org/i/budget/0002/2025
sec-2,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0002/2025
sec-2,2025,קניות,קניות בארץ,350783000,541762000,432855367,65,https://next.obudget.org/i/budget/0002/2025
sec-2,2025,קניות,רזרבה,18000000,18000000,0,1,https://next.obudget.org/i/budget/0002/2025
sec-2,2025,שכר,שכר בארץ,629000000,639000000,630748707,14,https://next.obudget.org/i/budget/0002/2025
sec-2,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,3,https://next.obudget.org/i/budget/0002/2026
sec-2,2026,העברות פנים תקציביות,השתתפויות,0,0,,3,https://next.obudget.org/i/budget/0002/2026
sec-2,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0002/2026
sec-2,2026,קניות,קניות בארץ,350400000,350400000,,66,https://next.obudget.org/i/budget/0002/2026
sec-2,2026,קניות,רזרבה,30000000,30000000,,1,https://next.obudget.org/i/budget/0002/2026
sec-2,2026,שכר,שכר בארץ,699600000,699600000,,18,https://next.obudget.org/i/budget/0002/2026
sec-21,2023,העברות,מוצרים ציבוריים,11298170000,11507881000,11507880407,8,https://next.obudget.org/i/budget/0021/2023
sec-21,2023,העברות,רזרבה,539757000,0,0,2,https://next.obudget.org/i/budget/0021/2023
sec-21,2023,העברות פנים תקציביות,השתתפויות,680545000,797658000,797658000,4,https://next.obudget.org/i/budget/0021/2023
sec-21,2023,קניות,רזרבה,74925000,0,0,2,https://next.obudget.org/i/budget/0021/2023
sec-21,2024,העברות,מוצרים ציבוריים,12614288000,13294873000,13091589313,9,https://next.obudget.org/i/budget/0021/2024
sec-21,2024,העברות,רזרבה,518096000,0,0,2,https://next.obudget.org/i/budget/0021/2024
sec-21,2024,העברות פנים תקציביות,השתתפויות,774101000,778781000,793197000,4,https://next.obudget.org/i/budget/0021/2024
sec-21,2024,קניות,רזרבה,0,0,0,2,https://next.obudget.org/i/budget/0021/2024
sec-21,2025,העברות,מוצרים ציבוריים,13024252000,14261807000,14193265541,8,https://next.obudget.org/i/budget/0021/2025
sec-21,2025,העברות,רזרבה,546925000,0,0,2,https://next.obudget.org/i/budget/0021/2025
sec-21,2025,העברות פנים תקציביות,השתתפויות,695261000,595770000,595770436,4,https://next.obudget.org/i/budget/0021/2025
sec-21,2025,קניות,רזרבה,0,0,0,1,https://next.obudget.org/i/budget/0021/2025
sec-21,2026,העברות,מוצרים ציבוריים,13546793000,13546793000,,8,https://next.obudget.org/i/budget/0021/2026
sec-21,2026,העברות,רזרבה,733200000,733200000,,2,https://next.obudget.org/i/budget/0021/2026
sec-21,2026,העברות פנים תקציביות,השתתפויות,703734000,703734000,,4,https://next.obudget.org/i/budget/0021/2026
sec-22,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-9809248,6,https://next.obudget.org/i/budget/0022/2023
sec-22,2023,העברות,מוצרים ציבוריים,418488000,499700000,461934998,18,https://next.obudget.org/i/budget/0022/2023
sec-22,2023,העברות,רזרבה,17437000,0,0,1,https://next.obudget.org/i/budget/0022/2023
sec-22,2023,העברות,תמיכות לפי סעיף 3א,0,21964000,18264837,2,https://next.obudget.org/i/budget/0022/2023
sec-22,2023,העברות פנים תקציביות,השתתפויות,17966000,15585000,15931926,6,https://next.obudget.org/i/budget/0022/2023
sec-22,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0022/2023
sec-22,2023,קניות,קניות בארץ,55170000,146345000,105796865,23,https://next.obudget.org/i/budget/0022/2023
sec-22,2023,קניות,רזרבה,54584000,0,0,3,https://next.obudget.org/i/budget/0022/2023
sec-22,2023,שכר,רזרבה,9194000,0,0,1,https://next.obudget.org/i/budget/0022/2023
sec-22,2023,שכר,שכר בארץ,220654000,221356000,221149320,29,https://next.obudget.org/i/budget/0022/2023
sec-22,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-12973265,6,https://next.obudget.org/i/budget/0022/2024
sec-22,2024,העברות,מוצרים ציבוריים,442566000,449839000,430999091,18,https://next.obudget.org/i/budget/0022/2024
sec-22,2024,העברות,רזרבה,19344000,0,0,1,https://next.obudget.org/i/budget/0022/2024
sec-22,2024,העברות,תמיכות לפי סעיף 3א,13573000,14055000,13636077,2,https://next.obudget.org/i/budget/0022/2024
sec-22,2024,העברות פנים תקציביות,השתתפויות,19785000,17057000,16692065,6,https://next.obudget.org/i/budget/0022/2024
sec-22,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0022/2024
sec-22,2024,קניות,קניות בארץ,62128000,163890000,115112113,24,https://next.obudget.org/i/budget/0022/2024
sec-22,2024,קניות,רזרבה,6110000,0,0,3,https://next.obudget.org/i/budget/0022/2024
sec-22,2024,שכר,רזרבה,9057000,0,0,1,https://next.obudget.org/i/budget/0022/2024
sec-22,2024,שכר,שכר בארץ,217374000,214311000,211124782,29,https://next.obudget.org/i/budget/0022/2024
sec-22,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-10748930,6,https://next.obudget.org/i/budget/0022/2025
sec-22,2025,העברות,מוצרים ציבוריים,438704000,495640000,485732476,18,https://next.obudget.org/i/budget/0022/2025
sec-22,2025,העברות,רזרבה,16895000,0,0,1,https://next.obudget.org/i/budget/0022/2025
sec-22,2025,העברות,תמיכות לפי סעיף 3א,16410000,10806000,10826836,2,https://next.obudget.org/i/budget/0022/2025
sec-22,2025,העברות פנים תקציביות,השתתפויות,23176000,21487000,20722955,6,https://next.obudget.org/i/budget/0022/2025
sec-22,2025,חשבונות מעבר,חשבונות מעבר,0,0,-1291,1,https://next.obudget.org/i/budget/0022/2025
sec-22,2025,קניות,קניות בארץ,69796000,183851000,126140083,25,https://next.obudget.org/i/budget/0022/2025
sec-22,2025,קניות,רזרבה,2880000,0,0,3,https://next.obudget.org/i/budget/0022/2025
sec-22,2025,שכר,רזרבה,9246000,0,0,1,https://next.obudget.org/i/budget/0022/2025
sec-22,2025,שכר,שכר בארץ,221897000,223978000,223537909,29,https://next.obudget.org/i/budget/0022/2025
sec-22,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,6,https://next.obudget.org/i/budget/0022/2026
sec-22,2026,העברות,מוצרים ציבוריים,458274000,458274000,,17,https://next.obudget.org/i/budget/0022/2026
sec-22,2026,העברות,רזרבה,18167000,18167000,,1,https://next.obudget.org/i/budget/0022/2026
sec-22,2026,העברות,תמיכות לפי סעיף 3א,10304000,10304000,,2,https://next.obudget.org/i/budget/0022/2026
sec-22,2026,העברות פנים תקציביות,השתתפויות,0,0,,6,https://next.obudget.org/i/budget/0022/2026
sec-22,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0022/2026
sec-22,2026,קניות,קניות בארץ,121216000,121216000,,23,https://next.obudget.org/i/budget/0022/2026
sec-22,2026,קניות,רזרבה,34268000,34268000,,3,https://next.obudget.org/i/budget/0022/2026
sec-22,2026,שכר,רזרבה,9536000,9536000,,1,https://next.obudget.org/i/budget/0022/2026
sec-22,2026,שכר,שכר בארץ,226797000,226797000,,29,https://next.obudget.org/i/budget/0022/2026
sec-23,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-3078345491,17,https://next.obudget.org/i/budget/0023/2023
sec-23,2023,העברות,מוצרים ציבוריים,875667000,1106729000,1424484488,6,https://next.obudget.org/i/budget/0023/2023
sec-23,2023,העברות,רזרבה,64354000,0,0,1,https://next.obudget.org/i/budget/0023/2023
sec-23,2023,העברות,תמיכות לפי סעיף 3א,119867000,300228000,218709138,12,https://next.obudget.org/i/budget/0023/2023
sec-23,2023,העברות,תשלומי העברה סוציאליים,548955000,747972000,882288063,9,https://next.obudget.org/i/budget/0023/2023
sec-23,2023,העברות פנים תקציביות,השתתפויות,60136000,60886000,60142110,4,https://next.obudget.org/i/budget/0023/2023
sec-23,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0023/2023
sec-23,2023,קניות,קניות בארץ,6880423000,8939751000,10249219498,125,https://next.obudget.org/i/budget/0023/2023
sec-23,2023,קניות,רזרבה,385148000,0,0,5,https://next.obudget.org/i/budget/0023/2023
sec-23,2023,שכר,רזרבה,40200000,0,0,1,https://next.obudget.org/i/budget/0023/2023
sec-23,2023,שכר,שכר בארץ,964781000,1056849000,1064528159,13,https://next.obudget.org/i/budget/0023/2023
sec-23,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-3175259177,18,https://next.obudget.org/i/budget/0023/2024
sec-23,2024,העברות,מוצרים ציבוריים,1000108000,1176098000,1506707355,6,https://next.obudget.org/i/budget/0023/2024
sec-23,2024,העברות,רזרבה,71766000,0,0,1,https://next.obudget.org/i/budget/0023/2024
sec-23,2024,העברות,תמיכות לפי סעיף 3א,112374000,231782000,105597201,12,https://next.obudget.org/i/budget/0023/2024
sec-23,2024,העברות,תשלומי העברה סוציאליים,592294000,817249000,968870450,9,https://next.obudget.org/i/budget/0023/2024
sec-23,2024,העברות פנים תקציביות,השתתפויות,67492000,68332000,64550470,4,https://next.obudget.org/i/budget/0023/2024
sec-23,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0023/2024
sec-23,2024,קניות,קניות בארץ,8178960000,9826414000,11118932219,129,https://next.obudget.org/i/budget/0023/2024
sec-23,2024,קניות,רזרבה,381927000,0,0,5,https://next.obudget.org/i/budget/0023/2024
sec-23,2024,שכר,רזרבה,45562000,0,0,1,https://next.obudget.org/i/budget/0023/2024
sec-23,2024,שכר,שכר בארץ,1093490000,1085249000,1095406201,14,https://next.obudget.org/i/budget/0023/2024
sec-23,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-3470563410,18,https://next.obudget.org/i/budget/0023/2025
sec-23,2025,העברות,מוצרים ציבוריים,1166427000,1260009000,1621917745,5,https://next.obudget.org/i/budget/0023/2025
sec-23,2025,העברות,רזרבה,81749000,0,0,1,https://next.obudget.org/i/budget/0023/2025
sec-23,2025,העברות,תמיכות לפי סעיף 3א,97221000,284731000,194840413,9,https://next.obudget.org/i/budget/0023/2025
sec-23,2025,העברות,תשלומי העברה סוציאליים,692294000,841592000,991605170,7,https://next.obudget.org/i/budget/0023/2025
sec-23,2025,העברות פנים תקציביות,השתתפויות,103418000,77194000,73376665,4,https://next.obudget.org/i/budget/0023/2025
sec-23,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0023/2025
sec-23,2025,קניות,קניות בארץ,8521255000,10725315000,12282031664,138,https://next.obudget.org/i/budget/0023/2025
sec-23,2025,קניות,רזרבה,356001000,0,0,4,https://next.obudget.org/i/budget/0023/2025
sec-23,2025,שכר,רזרבה,47701000,0,0,1,https://next.obudget.org/i/budget/0023/2025
sec-23,2025,שכר,שכר בארץ,1137237000,1162310000,1178050273,14,https://next.obudget.org/i/budget/0023/2025
sec-23,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,17,https://next.obudget.org/i/budget/0023/2026
sec-23,2026,העברות,מוצרים ציבוריים,1266301000,1266301000,,5,https://next.obudget.org/i/budget/0023/2026
sec-23,2026,העברות,רזרבה,89960000,89960000,,1,https://next.obudget.org/i/budget/0023/2026
sec-23,2026,העברות,תמיכות לפי סעיף 3א,115551000,115551000,,9,https://next.obudget.org/i/budget/0023/2026
sec-23,2026,העברות,תשלומי העברה סוציאליים,766049000,766049000,,7,https://next.obudget.org/i/budget/0023/2026
sec-23,2026,העברות פנים תקציביות,השתתפויות,15153000,15153000,,4,https://next.obudget.org/i/budget/0023/2026
sec-23,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0023/2026
sec-23,2026,קניות,קניות בארץ,10060156000,10060156000,,139,https://next.obudget.org/i/budget/0023/2026
sec-23,2026,קניות,רזרבה,419209000,419209000,,3,https://next.obudget.org/i/budget/0023/2026
sec-23,2026,שכר,רזרבה,49388000,49388000,,1,https://next.obudget.org/i/budget/0023/2026
sec-23,2026,שכר,שכר בארץ,1183321000,1183321000,,14,https://next.obudget.org/i/budget/0023/2026
sec-25,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-70610832,3,https://next.obudget.org/i/budget/0025/2023
sec-25,2023,העברות,רזרבה,166885000,0,0,1,https://next.obudget.org/i/budget/0025/2023
sec-25,2023,העברות,תמיכות לפי סעיף 3א,18251000,28460000,18709829,1,https://next.obudget.org/i/budget/0025/2023
sec-25,2023,העברות,תשלומי העברה סוציאליים,3986980000,4354869000,4367217919,18,https://next.obudget.org/i/budget/0025/2023
sec-25,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0025/2023
sec-25,2023,קניות,קניות בארץ,1048549000,1196739000,1180362374,14,https://next.obudget.org/i/budget/0025/2023
sec-25,2023,קניות,רזרבה,44806000,0,0,3,https://next.obudget.org/i/budget/0025/2023
sec-25,2023,שכר,רזרבה,1113000,0,0,1,https://next.obudget.org/i/budget/0025/2023
sec-25,2023,שכר,שכר בארץ,26709000,25371000,24988547,8,https://next.obudget.org/i/budget/0025/2023
sec-25,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-73360717,3,https://next.obudget.org/i/budget/0025/2024
sec-25,2024,העברות,רזרבה,178973000,0,0,1,https://next.obudget.org/i/budget/0025/2024
sec-25,2024,העברות,תמיכות לפי סעיף 3א,16901000,25482000,19689409,1,https://next.obudget.org/i/budget/0025/2024
sec-25,2024,העברות,תשלומי העברה סוציאליים,3893552000,4158133000,4181173480,18,https://next.obudget.org/i/budget/0025/2024
sec-25,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0025/2024
sec-25,2024,קניות,קניות בארץ,978743000,1241836000,1244653926,14,https://next.obudget.org/i/budget/0025/2024
sec-25,2024,קניות,רזרבה,41125000,0,0,3,https://next.obudget.org/i/budget/0025/2024
sec-25,2024,שכר,רזרבה,1098000,0,0,1,https://next.obudget.org/i/budget/0025/2024
sec-25,2024,שכר,שכר בארץ,26345000,26386000,26200274,8,https://next.obudget.org/i/budget/0025/2024
sec-25,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-78960941,3,https://next.obudget.org/i/budget/0025/2025
sec-25,2025,העברות,רזרבה,182537000,0,0,1,https://next.obudget.org/i/budget/0025/2025
sec-25,2025,העברות,תמיכות לפי סעיף 3א,21000000,26097000,20100005,1,https://next.obudget.org/i/budget/0025/2025
sec-25,2025,העברות,תשלומי העברה סוציאליים,3729055000,4036728000,3972636237,19,https://next.obudget.org/i/budget/0025/2025
sec-25,2025,העברות פנים תקציביות,השתתפויות,4071000,4071000,4068005,1,https://next.obudget.org/i/budget/0025/2025
sec-25,2025,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0025/2025
sec-25,2025,קניות,קניות בארץ,1109392000,1214269000,1214872489,10,https://next.obudget.org/i/budget/0025/2025
sec-25,2025,קניות,רזרבה,46439000,0,0,2,https://next.obudget.org/i/budget/0025/2025
sec-25,2025,שכר,רזרבה,1172000,0,0,1,https://next.obudget.org/i/budget/0025/2025
sec-25,2025,שכר,שכר בארץ,27053000,26981000,26026314,8,https://next.obudget.org/i/budget/0025/2025
sec-25,2026,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,,2,https://next.obudget.org/i/budget/0025/2026
sec-25,2026,העברות,רזרבה,155562000,155562000,,1,https://next.obudget.org/i/budget/0025/2026
sec-25,2026,העברות,תמיכות לפי סעיף 3א,24603000,24603000,,1,https://next.obudget.org/i/budget/0025/2026
sec-25,2026,העברות,תשלומי העברה סוציאליים,3707844000,3707844000,,19,https://next.obudget.org/i/budget/0025/2026
sec-25,2026,העברות פנים תקציביות,השתתפויות,0,0,,1,https://next.obudget.org/i/budget/0025/2026
sec-25,2026,חשבונות מעבר,חשבונות מעבר,0,0,,1,https://next.obudget.org/i/budget/0025/2026
sec-25,2026,קניות,קניות בארץ,1129418000,1129418000,,9,https://next.obudget.org/i/budget/0025/2026
sec-25,2026,קניות,רזרבה,47059000,47059000,,1,https://next.obudget.org/i/budget/0025/2026
sec-25,2026,שכר,רזרבה,1156000,1156000,,1,https://next.obudget.org/i/budget/0025/2026
sec-25,2026,שכר,שכר בארץ,27590000,27590000,,9,https://next.obudget.org/i/budget/0025/2026
sec-27,2023,העברות,מוצרים ציבוריים,0,0,0,1,https://next.obudget.org/i/budget/0027/2023
sec-27,2023,העברות,רזרבה,2549336000,0,0,1,https://next.obudget.org/i/budget/0027/2023
sec-27,2023,העברות,תשלומי העברה סוציאליים,55184063000,59702077000,59913106020,26,https://next.obudget.org/i/budget/0027/2023
sec-27,2024,העברות,מוצרים ציבוריים,0,0,0,1,https://next.obudget.org/i/budget/0027/2024
sec-27,2024,העברות,רזרבה,2763281000,0,0,2,https://next.obudget.org/i/budget/0027/2024
sec-27,2024,העברות,תשלומי העברה סוציאליים,61983852000,70497284000,70286627394,28,https://next.obudget.org/i/budget/0027/2024
sec-27,2025,העברות,רזרבה,2691415000,0,0,2,https://next.obudget.org/i/budget/0027/2025
sec-27,2025,העברות,תשלומי העברה סוציאליים,58343959000,67188221000,67135383011,26,https://next.obudget.org/i/budget/0027/2025
sec-27,2026,העברות,רזרבה,2546799000,2546799000,,2,https://next.obudget.org/i/budget/0027/2026
sec-27,2026,העברות,תשלומי העברה סוציאליים,61123164000,61123164000,,25,https://next.obudget.org/i/budget/0027/2026
sec-29,2023,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-32851903,3,https://next.obudget.org/i/budget/0029/2023
sec-29,2023,העברות,מוצרים ציבוריים,0,0,2751001,1,https://next.obudget.org/i/budget/0029/2023
sec-29,2023,העברות פנים תקציביות,השתתפויות,7111000,8368000,8302635,4,https://next.obudget.org/i/budget/0029/2023
sec-29,2023,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0029/2023
sec-29,2023,קניות,קניות בארץ,147197000,238628000,209256899,11,https://next.obudget.org/i/budget/0029/2023
sec-29,2023,קניות,רזרבה,8969000,0,0,2,https://next.obudget.org/i/budget/0029/2023
sec-29,2023,שכר,רזרבה,6324000,0,0,1,https://next.obudget.org/i/budget/0029/2023
sec-29,2023,שכר,שכר בארץ,151640000,152840000,150232553,10,https://next.obudget.org/i/budget/0029/2023
sec-29,2024,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-31976465,3,https://next.obudget.org/i/budget/0029/2024
sec-29,2024,העברות,מוצרים ציבוריים,0,0,2829317,1,https://next.obudget.org/i/budget/0029/2024
sec-29,2024,העברות פנים תקציביות,השתתפויות,7799000,7945000,8165014,3,https://next.obudget.org/i/budget/0029/2024
sec-29,2024,חשבונות מעבר,חשבונות מעבר,0,0,0,1,https://next.obudget.org/i/budget/0029/2024
sec-29,2024,קניות,קניות בארץ,118903000,260549000,201371476,12,https://next.obudget.org/i/budget/0029/2024
sec-29,2024,קניות,רזרבה,4995000,0,0,2,https://next.obudget.org/i/budget/0029/2024
sec-29,2024,שכר,רזרבה,6743000,0,0,1,https://next.obudget.org/i/budget/0029/2024
sec-29,2024,שכר,שכר בארץ,161819000,150033000,149007050,10,https://next.obudget.org/i/budget/0029/2024
sec-29,2025,הכנסות מיועדות,הכנסות תקציב רגיל,0,0,-29364064,3,https://next.obudget.org/i/budget/0029/2025
sec-29,2025,העברות,מוצרים ציבוריים,0,0,3553405,1,https://next.obudget.org/i/budget/0029/2025
sec-29,2025,העברות פנים תקציביות,השתתפויות,8026000,14026000,13907870,4,https://next.obudget.org/i/budget/0029/2025
sec-29,2025,חשבונות מעבר,חשבונות מעבר,0,0,-1,1,https://next.obudget.org/i/budget/0029/2025
sec-29,2025,קניות,קניות בארץ,146460000,358345000,213898778,12,https://next.obudget.org/i/budget/0029/2025
sec-29,2025,קניות,רזרבה,6110000,0,0,2,https://next.obudget.org/i/budget/0029/2025
